run_id,key,catalog,id,slot,file,source_path,preview_path,sheet_id,cell_index,baseline_source_sha256,baseline_preview_sha256,anatomy,text,feasible_state,style_identity,composition,contrast,forbidden_content,provenance,decision,reason,current_source_sha256,current_preview_sha256
design-isms-20260717-02,ism:minimalism:0:landing.png,ism,minimalism,0,landing.png,assets/images/minimalism/landing.png,assets/images/thumbs/minimalism/landing.webp,ism-slot-0,0,fe58a3d8d872c40790940491a98cc4e827394c80d6e38167b9a760eeefaa8061,65ad1d6f0d7aae51fb83495fa5f1f54d265f44a5a252e39d9065d98ea7784dce,pass,pass,pass,pass,pass,pass,fail,pass,replace,Visible browser window controls and address chrome violate the catalog prompt.,4d3deb9698a55b01ec34fde20c6b3dfc8c6acde1ddfe5f76220ff42b53b61a15,292d4eca6c43ffe950a61487dbfcdfd39a66b9423dcf02b5cd234543c3b8a6e6
design-isms-20260717-02,ism:minimalism:1:shop.png,ism,minimalism,1,shop.png,assets/images/minimalism/shop.png,assets/images/thumbs/minimalism/shop.webp,ism-slot-1,0,d141a4fa9a707277032ac00467c637d2cca12fc524427daed309cd10fd23d73b,2e63fa3896c1b9ca78823bcd54fd7857ff61c5e3c9e4c190354dbe7e884e7b26,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,d141a4fa9a707277032ac00467c637d2cca12fc524427daed309cd10fd23d73b,2e63fa3896c1b9ca78823bcd54fd7857ff61c5e3c9e4c190354dbe7e884e7b26
design-isms-20260717-02,ism:minimalism:2:portfolio.png,ism,minimalism,2,portfolio.png,assets/images/minimalism/portfolio.png,assets/images/thumbs/minimalism/portfolio.webp,ism-slot-2,0,b80a28a559cd029a8cb805fa1de1d793fc433298fe02e8fbafa503cac0cfbdc9,4238a11ed4353406982c69e143ff6b7035fc0edf430c4794626f325dff79ab0e,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,b80a28a559cd029a8cb805fa1de1d793fc433298fe02e8fbafa503cac0cfbdc9,4238a11ed4353406982c69e143ff6b7035fc0edf430c4794626f325dff79ab0e
design-isms-20260717-02,ism:bauhaus:0:landing.png,ism,bauhaus,0,landing.png,assets/images/bauhaus/landing.png,assets/images/thumbs/bauhaus/landing.webp,ism-slot-0,1,bfc935893b58ee83477a6042a2d0bfe6f99df4ab29f0d89ff168517e0187f0b6,cfbc5b47c81cb034756b9af149c3ad22f08b6da29b6df31311069b906c992cf9,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,bfc935893b58ee83477a6042a2d0bfe6f99df4ab29f0d89ff168517e0187f0b6,cfbc5b47c81cb034756b9af149c3ad22f08b6da29b6df31311069b906c992cf9
design-isms-20260717-02,ism:bauhaus:1:gallery.png,ism,bauhaus,1,gallery.png,assets/images/bauhaus/gallery.png,assets/images/thumbs/bauhaus/gallery.webp,ism-slot-1,1,1bde5dbc4fa33eeb84e6c1dd6d8ef66caff44b779e4e15b689490d23ecf30e1e,6fd27314ae519a2d49796c773e85157e3e01e2e9b0d48171b8429e64766c83a9,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,1bde5dbc4fa33eeb84e6c1dd6d8ef66caff44b779e4e15b689490d23ecf30e1e,6fd27314ae519a2d49796c773e85157e3e01e2e9b0d48171b8429e64766c83a9
design-isms-20260717-02,ism:bauhaus:2:shop.png,ism,bauhaus,2,shop.png,assets/images/bauhaus/shop.png,assets/images/thumbs/bauhaus/shop.webp,ism-slot-2,1,2b1220c8efadf2bacf88c9d08ec3a65d34a1a21a5a8860f5c81afd59822b2892,758486d1a043d69ced9f78ffc46eeb50aebf8e1719bfb118560323d183768b60,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,2b1220c8efadf2bacf88c9d08ec3a65d34a1a21a5a8860f5c81afd59822b2892,758486d1a043d69ced9f78ffc46eeb50aebf8e1719bfb118560323d183768b60
design-isms-20260717-02,ism:flat-design:0:landing.png,ism,flat-design,0,landing.png,assets/images/flat-design/landing.png,assets/images/thumbs/flat-design/landing.webp,ism-slot-0,2,647b2a6549539aa8f2f9a309f40e86cc45269d7c32481e2a7385aaea76277a6d,c9b18bc79f92b82f1c97ee4946a9383c3f8309489173dfb679f61a0db79a802c,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,647b2a6549539aa8f2f9a309f40e86cc45269d7c32481e2a7385aaea76277a6d,c9b18bc79f92b82f1c97ee4946a9383c3f8309489173dfb679f61a0db79a802c
design-isms-20260717-02,ism:flat-design:1:dashboard.png,ism,flat-design,1,dashboard.png,assets/images/flat-design/dashboard.png,assets/images/thumbs/flat-design/dashboard.webp,ism-slot-1,2,482eabcf9eebe7dbed9702ed2fdbc5e41dd4d841bd6fddd30ae2b091feee36d7,aae4747d67a143a474bc04deea20cac93b47500ccbbb853a7046f81a80f46b11,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,482eabcf9eebe7dbed9702ed2fdbc5e41dd4d841bd6fddd30ae2b091feee36d7,aae4747d67a143a474bc04deea20cac93b47500ccbbb853a7046f81a80f46b11
design-isms-20260717-02,ism:flat-design:2:mobile-app.png,ism,flat-design,2,mobile-app.png,assets/images/flat-design/mobile-app.png,assets/images/thumbs/flat-design/mobile-app.webp,ism-slot-2,2,75714d172d87af4c7ce23d56f97b62ad3e8038e983116392d8022199e07beadd,891f604eb49cab3d640cf1990905ade7de91e5ac14ba95f9aedbde6119df514a,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,75714d172d87af4c7ce23d56f97b62ad3e8038e983116392d8022199e07beadd,891f604eb49cab3d640cf1990905ade7de91e5ac14ba95f9aedbde6119df514a
design-isms-20260717-02,ism:material-design:0:landing.png,ism,material-design,0,landing.png,assets/images/material-design/landing.png,assets/images/thumbs/material-design/landing.webp,ism-slot-0,3,039438ca29b5c5655a177cfafba13d2f8f572669f518b2a7617ee4ace79300c2,a4cd7f9d2b4673a8fccd8b580bbee511bf00824c8636bb2a479a41afceb93f7b,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,039438ca29b5c5655a177cfafba13d2f8f572669f518b2a7617ee4ace79300c2,a4cd7f9d2b4673a8fccd8b580bbee511bf00824c8636bb2a479a41afceb93f7b
design-isms-20260717-02,ism:material-design:1:email-app.png,ism,material-design,1,email-app.png,assets/images/material-design/email-app.png,assets/images/thumbs/material-design/email-app.webp,ism-slot-1,3,c6e2df84092f449e7a5daefabad6172bdd72d7270db72c59089d50adcf9ecf4f,9d00e3bb1e5888588d615f3c163269945e4c43b1119e267b5100257850feada6,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,c6e2df84092f449e7a5daefabad6172bdd72d7270db72c59089d50adcf9ecf4f,9d00e3bb1e5888588d615f3c163269945e4c43b1119e267b5100257850feada6
